col0,col1,col2,col3,col4
Radhanagar gram panchayat,Gram panchayat,Jamindardaya,India,Jhargram community development block
Radhanagar gram panchayat,Gram panchayat,Dharmmapur,India,Jangipara community development block
Purandarpur gram panchayat,Gram panchayat,Ranagram,India,Kandi community development block
Purandarpur gram panchayat,Gram panchayat,Purandarpur,India,Suri II community development block
Debipur gram panchayat,Gram panchayat,Chhilinda,India,Memari I community development block
Kulpi gram panchayat,Gram panchayat,Kulpi,India,Kulpi community development block
Keoratala gram panchayat,Gram panchayat,Parbatipur,India,Kulpi community development block
Rajarampur gram panchayat,Gram panchayat,Keshabnagar,India,Kulpi community development block
Dhola gram panchayat,Gram panchayat,Gobindapur,India,Kulpi community development block
Gajipur gram panchayat,Gram panchayat,Dakshin Gazipur,India,Kulpi community development block
Ramkishore gram panchayat,Gram panchayat,Hanra,India,Kulpi community development block
Ramnagar-gazipur gram panchayat,Gram panchayat,Atbazar,India,Kulpi community development block
