col0,col1,col2,col3
"American Housewife, season 2",2017-09-27,American Broadcasting Company,American Housewife
"New Girl, season 7",2018-04-10,Fox Broadcasting Company,New Girl
"Bauerfeind – Die Show zur Frau, season 1",2019-02-06,One,Bauerfeind – Die Show zur Frau
Mo~tto! Ojamajo Doremi,2001-02-04,Animax,Ojamajo Doremi
Ojamajo Doremi ♯,2000-02-06,Animax,Ojamajo Doremi
Ojamajo Doremi,1999-02-07,Nagoya Broadcasting Network,Ojamajo Doremi
Mo~tto! Ojamajo Doremi,2001-02-04,TV Asahi,Ojamajo Doremi
Ojamajo Doremi ♯,2000-02-06,TV Asahi,Ojamajo Doremi
Ojamajo Doremi,1999-02-07,TV Asahi,Ojamajo Doremi
"American Housewife, season 1",2016-10-11,American Broadcasting Company,American Housewife
"New Girl, season 6",2016-09-20,Fox Broadcasting Company,New Girl
"New Girl, season 5",2016-01-05,Fox Broadcasting Company,New Girl
"New Girl, season 4",2014-09-16,Fox Broadcasting Company,New Girl
Canzonissima 1961,1961-10-10,Rai 1,Canzonissima
"New Girl, season 1",2011-09-20,Fox Broadcasting Company,New Girl
