col0,col1,col2,col3
Otada interchange,Umaki interchange,2017-04-09,Higashihiroshima-Kure Expressway
Furano interchange,Kitanomine interchange,2018-11-24,Asahikawa Tokachi road
Hidaka atsuga interchange,Hidaka-Mombetsu interchange,2018-04-21,Hidaka Expressway
Kirara interchange,Nakayashiki interchange,2018-03-25,Hokusatsu Odan Road
Noda interchange,Hakka interchange,2017-11-25,Joetsu Uonuma regional development expressway
Monden-shinden interchange,Tera interchange,2019-11-22,Joetsu Uonuma regional development expressway
Tōhoku Interchange,Kamikita interchange,2019-03-16,Kamikita Expressway
Rokunohe-Misawa interchange,Rokunohe junction,2013-03-24,Kamikita Expressway
Oya Kaigan interchange,Motoyoshi parking area,2018-03-25,Sanriku Expressway
iwaisaki interchange,Oya Kaigan interchange,2018-03-25,Sanriku Expressway
Kesennumako interchange,Kesennumachuo interchange,2020-02-24,Sanriku Expressway
Taro-kita interchange,Toro-Masakikaigan interchange,2018-03-21,Sanriku Expressway
Kamaishi-chuo interchange,Kamaishi junction,2019-03-09,Sanriku Expressway
Otsuchi interchange,Kamaishi-kita interchange,2019-01-12,Sanriku Expressway
