col0,col1,col2,col3
Nea Potidaia-Anatolika Diorygas Toroneou,Blue Flag beach,recreation area,Greece
Simos beach,Blue Flag beach,recreation area,Greece
Kallithea-Ammon Zeus,Blue Flag beach,recreation area,Greece
Loutra Agias Paraskevis,Blue Flag beach,recreation area,Greece
Pefkochori-Fyki beach,Blue Flag beach,recreation area,Greece
Posidi Kentro,Blue Flag beach,recreation area,Greece
Polychrono-Cocones Beach,Blue Flag beach,recreation area,Greece
Siviri Kentro,Blue Flag beach,recreation area,Greece
Posidi-Egeopelagitika,Blue Flag beach,recreation area,Greece
Sani Dunes,Blue Flag beach,recreation area,Greece
Sani Asterias,Blue Flag beach,recreation area,Greece
Koutloumousiou,Blue Flag beach,tourist destination,Greece
