col0,col1,col2,col3
Sauwald,mountain range,Haugstein,Granite and Gneiss Plateau
Amargosa Range,mountain range,Grapevine Peak,Basin and Range Province
Plackwald,mountain range,Plackweghöhe,Rhenish Massif
Panargenkamm,mountain range,Keesegg,Venediger Group
Mainhardt Forest,mountain range,Hohe Brach,Swabian-Franconian Forest
Luberon,mountain range,Mourre Nègre,French Prealps
Sierra de Grazalema Natural Park,mountain range,El Torreón,Cordillera Subbética
Schlern group,mountain range,Roterdspitze,Dolomites
Nordkette,mountain range,Kleiner Solstein,Karwendel
Hildesheim Forest,mountain range,Griesberg,Innerste Uplands
Nebrodi,mountain range,Monte Soro,Apennine Mountains
Castellane Prealps,mountain range,Puy de Rent,French Prealps
Selkirk Mountains,mountain range,Mount Sir Sandford,Columbia Mountains
Ligurian Alps,mountain range,Punta Marguareis,Alps
