col0,col1,col2,col3,col4
Chota District,Chota Province,Chota,Conchán District,Peru
"Julcán District, Julcán",Julcán Province,Julcán,Mache District,Peru
Huamachuco District,Sánchez Carrión Province,Huamachuco,Sanagorán District,Peru
Santiago de Cao District,Ascope Province,Santiago de Cao,Magdalena de Cao District,Peru
Huamachuco District,Sánchez Carrión Province,Huamachuco,Marcabal District,Peru
Laredo District,Trujillo Province,"Laredo, La Libertad, Peru",Moche District,Peru
Ferreñafe District,Ferreñafe Province,Ferreñafe,Lambayeque District,Peru
Monsefú District,Chiclayo Province,Monsefú,Reque District,Peru
Laredo District,Trujillo Province,"Laredo, La Libertad, Peru",Virú District,Peru
Monsefú District,Chiclayo Province,Monsefú,Pomalca District,Peru
Illimo District,Lambayeque Province,Illimo,Túcume District,Peru
