col0,col1,col2,col3,col4
2014 United States House of Representatives election in the United States Virgin Islands,2014 United States House of Representatives elections,Stacey Plaskett,Delegate of the Virgin Islands to the United States House of Representatives,United States of America
2014 United States House of Representatives election in Montana,2014 United States House of Representatives elections,Ryan Zinke,United States representative,United States of America
2014 United States House of Representatives election in Vermont,2014 United States House of Representatives elections,Peter Welch,United States representative,United States of America
2014 United States House of Representatives election in Alaska,2014 United States House of Representatives elections,to be announced,United States representative,United States of America
2014 United States House of Representatives election in Delaware,2014 United States House of Representatives elections,John Carney,United States representative,United States of America
2008 United States House of Representatives elections in Hawaii,2008 United States House of Representatives elections,Neil Abercrombie,United States representative,United States of America
2014 United States House of Representatives election in the District of Columbia,2014 United States House of Representatives elections,Eleanor Holmes Norton,United States representative,United States of America
2014 United States House of Representatives election in Wyoming,2014 United States House of Representatives elections,Cynthia Lummis,United States representative,United States of America
2008 United States House of Representatives elections in Hawaii,2008 United States House of Representatives elections,Mazie Hirono,United States representative,United States of America
2018 United States House of Representatives elections in Ohio,2018 United States House of Representatives elections,Steve Chabot,United States representative,United States of America
2014 United States House of Representatives election in North Dakota,2014 United States House of Representatives elections,Kevin Cramer,United States representative,United States of America
