col0,col1,col2,col3,col4
2008 Fed Cup Europe/Africa Zone Group II – Play-offs,2008-01-01,playoffs,tennis,2008 Fed Cup
2008 Fed Cup Asia/Oceania Zone Group I – Play-offs,2008-01-01,playoffs,tennis,2008 Fed Cup
2008 Fed Cup Asia/Oceania Zone Group II – Play-offs,2008-01-01,playoffs,tennis,2008 Fed Cup
2008 Fed Cup Americas Zone Group II – Play-offs,2008-01-01,playoffs,tennis,2008 Fed Cup
2007 Fed Cup Europe/Africa Zone Group I – Play-offs,2007-01-01,playoffs,tennis,2007 Fed Cup
2007 Fed Cup Europe/Africa Zone Group II – Play-offs,2007-01-01,playoffs,tennis,2007 Fed Cup
2007 Fed Cup Asia/Oceania Zone Group I – Play-offs,2007-01-01,playoffs,tennis,2007 Fed Cup
2007 Fed Cup Americas Zone Group I – Play-offs,2007-01-01,playoffs,tennis,2007 Fed Cup
2007 Fed Cup Americas Zone Group II – Play-offs,2007-01-01,playoffs,tennis,2007 Fed Cup
2006 Fed Cup World Group II Play-offs,2006-01-01,playoffs,tennis,2006 Fed Cup
2006 Fed Cup Europe/Africa Zone Group I – Play-offs,2006-01-01,playoffs,tennis,2006 Fed Cup
2006 Fed Cup Europe/Africa Zone Group II – Play-offs,2006-01-01,playoffs,tennis,2006 Fed Cup
