col0,col1,col2,col3
Norrfjärden coastal water body,Haninge Municipality,nutrient pollution,Jungfrufjärden coastal water body
Nynäshamn coastal water body,Nynäshamn Municipality,nutrient pollution,Gårdsfjärden coastal water body
Gryt archipelago coastal water,Valdemarsvik Municipality,nutrient pollution,Turmulefjärden coastal water body
Hake fjord coastal water body,Stenungsund Municipality,nutrient pollution,Askeröfjorden coastal water body
Sillöfjärden coastal water body,Nyköping Municipality,nutrient pollution,Bråviken coastal water
Örsbaken coastal water body,Nyköping Municipality,nutrient pollution,Risö area coastal water body
Sillöfjärden coastal water body,Nyköping Municipality,nutrient pollution,Marsviken coastal water body
Nynäsviken coastal water body,Nynäshamn Municipality,nutrient pollution,Dragfjärden coastal water body
Våmfjärden coastal water body,North Baltic Sea Water District,nutrient pollution,Tranaröfjärden coastal water body
Örsbaken coastal water body,Nyköping Municipality,nutrient pollution,Sjösafjärden coastal water body
Skärhamn area coastal water body,Skagerrak and Kattegat Water District,chemical pollution,Klädesholmen area coastal water body
Marstrandsfjorden coastal water body,Tjörn Municipality,chemical pollution,Klädesholmen area coastal water body
Skärhamn area coastal water body,Skagerrak and Kattegat Water District,nutrient pollution,Klädesholmen area coastal water body
Marstrandsfjorden coastal water body,Tjörn Municipality,nutrient pollution,Klädesholmen area coastal water body
Skärhamn area coastal water body,Tjörn Municipality,nutrient pollution,Klädesholmen area coastal water body
