col0,col1,col2,col3
Matsushige smart interchange,Naruto junction,Japan,Matsushige
Yoshinogawa smart interchange,Mima interchange,Japan,Higashimiyoshi
Kadogawa-minami smart interchange,Kadogawa interchange,Japan,Kadogawa
Sue smart interchange,Fukuoka interchange,Japan,Sue
Kagamiishi PA smart interchange,Yabuki interchange,Japan,Kagamiishi
Niitsuru smart interchange,Aizuwakamatsu interchange,Japan,Aizumisato
Torinoumi smart interchange,Yamamoto interchange,Japan,Watari
Kake smart interchange,Hiroshima-kita junction,Japan,Akiōta
Daisen-kogen smart interchange,Mizokuchi interchange,Japan,Hōki
Nyuzen smart interchange,Kurobe interchange,Japan,Nyūzen
Yamato-Mahoroba smart interchange,Horyuji interchange,Japan,Ando
Uki-Hikawa smart interchange,Matsuhashi interchange,Japan,Hikawa
Komayose smart interchange,Maebashi interchange,Japan,Yoshioka
