col0,col1,col2,col3
"Mlýn Šejdovna, čp. 976",cultural monument of the Czech Republic,tenement,Novotného lávka
Zubatého 1,cultural monument of the Czech Republic,tenement,Zubatého
Janáčkovo nábřeží 21,cultural monument of the Czech Republic,tenement,Janáčkovo nábřeží
Gambrinus Hotel,cultural monument of the Czech Republic,museum building,Masarykovo náměstí
Felberova 3,cultural monument of the Czech Republic,tenement,Felberova
Vítězná 16,cultural monument of the Czech Republic,tenement,Vítězná
11 Stefana Batorego Street in Prudnik,object on the Polish cultural heritage register,tenement,Stefana Batorego Street in Prudnik
Residence Bologna,cultural monument of the Czech Republic,tenement,Betlémská
Mikovcova 5,cultural monument of the Czech Republic,tenement,Mikovcova
Divadlo Bolka Polívky,cultural monument of the Czech Republic,tenement,Jakubské náměstí
