col0,col1,col2,col3
1989 IAAF World Cross Country Championships,IAAF World Cross Country Championships,World Athletics,1988 IAAF World Cross Country Championships
1988 IAAF World Cross Country Championships,IAAF World Cross Country Championships,World Athletics,1987 IAAF World Cross Country Championships
1985 IAAF World Cross Country Championships,IAAF World Cross Country Championships,World Athletics,1984 IAAF World Cross Country Championships
1984 IAAF World Cross Country Championships,IAAF World Cross Country Championships,World Athletics,1983 IAAF World Cross Country Championships
1981 IAAF World Cross Country Championships,IAAF World Cross Country Championships,World Athletics,1980 IAAF World Cross Country Championships
1980 IAAF World Cross Country Championships,IAAF World Cross Country Championships,World Athletics,1979 IAAF World Cross Country Championships
1976 IAAF World Cross Country Championships,IAAF World Cross Country Championships,World Athletics,1975 IAAF World Cross Country Championships
1998 IAAF World Cross Country Championships,IAAF World Cross Country Championships,World Athletics,1997 IAAF World Cross Country Championships
1979 IAAF World Cross Country Championships,IAAF World Cross Country Championships,World Athletics,1978 IAAF World Cross Country Championships
1990 IAAF World Cross Country Championships,IAAF World Cross Country Championships,World Athletics,1989 IAAF World Cross Country Championships
1995 IAAF World Cross Country Championships,IAAF World Cross Country Championships,World Athletics,1994 IAAF World Cross Country Championships
2007 IAAF World Cross Country Championships,IAAF World Cross Country Championships,World Athletics,2006 IAAF World Cross Country Championships
