col0,col1,col2,col3
102 Dalmatians,5062428.78,101 Dalmatians,Kristen Buckley
The Chronicles of Narnia: Prince Caspian,419700000,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Christopher Markus
102 Dalmatians,5062428.78,101 Dalmatians,Brian Regan
Alvin and the Chipmunks: The Squeakquel,443100000,Alvin and the Chipmunks,Jon Vitti
Alvin and the Chipmunks: Chipwrecked,342700000,Alvin and the Chipmunks: The Squeakquel,Janice Karman
Arthur and the Revenge of Maltazard,51249422,Arthur and the Minimoys,Céline Garcia
Tron: Legacy,400100000,Tron,Adam Horowitz
High School Musical 3: Senior Year,252900000,High School Musical 2,Peter Barsocchini
Alvin and the Chipmunks: Chipwrecked,342700000,Alvin and the Chipmunks: The Squeakquel,Ross Bagdasarian Sr.
Pirates of the Caribbean: On Stranger Tides,1045713802,Pirates of the Caribbean: At World's End,Ted Elliott
Pirates of the Caribbean: Dead Man's Chest,1066179725,Pirates of the Caribbean: The Curse of the Black Pearl,Ted Elliott
Pirates of the Caribbean: On Stranger Tides,1045713802,Pirates of the Caribbean: At World's End,Terry Rossio
