col0,col1,col2,col3
U Aquarii,R Coronae Borealis variable,89.49,Aquarius
RV Tauri,RV Tauri variable,30,Taurus
OGLE SMC-LPV-4910,semiregular variable star,167.1,Tucana
RS Telescopii,R Coronae Borealis variable,-1.02,Telescopium
V* AU Vul,SRB semi-regular,-0.77,Vulpecula
S Apodis,R Coronae Borealis variable,-82.13,Apus
UX Antliae,R Coronae Borealis variable,147.29,Antlia
UV Cas,R Coronae Borealis variable,-28.02,Cassiopeia
89 Herculis,SRD semi-regular,-27.8,Hercules
V* AY Lep,SRB semi-regular,52.84,Lepus
U Monocerotis,RV Tauri variable,34.1,Monoceros
V Coronae Australis,R Coronae Borealis variable,-4.35,Corona Australis
V* V811 Ara,SRB semi-regular,-77.67,Ara
PS Gem,SRD semi-regular,7.8,Gemini
