col0,col1,col2,col3
Guide Post Opposite East End Of Kirkfield Close,Cawthorne,fingerpost,United Kingdom
Guide Post  Guide Post On North Verge To East,Little Bentley,fingerpost,United Kingdom
Guidepost Opposite Hazeldon Old Manor,Tisbury,fingerpost,United Kingdom
Guidepost At Sx 086617,Lanlivery,fingerpost,United Kingdom
Guide Post At Sw406317,Sancreed,fingerpost,United Kingdom
Guidepost At Sw364262,Sennen,fingerpost,United Kingdom
Guide Post At Sw 451341,Madron,fingerpost,United Kingdom
Guidepost 900 Metres To South Of Bearoak,St Tudy,fingerpost,United Kingdom
Guidepost At Junction Of A39T And B3266,Camelford,fingerpost,United Kingdom
Guidepost 830 Metres To North Of Condolden  Guidepost 830 Metres To North Of Condolden At Sx 091876,Trevalga,fingerpost,United Kingdom
Guidepost At Sx 065712,Helland,fingerpost,United Kingdom
