col0,col1,col2,col3,col4
1969 US Open Badminton Championships,Natchitoches,1969 US Open Badminton Championships – Men's singles,1968 US Open Badminton Championships,United States of America
1968 US Open Badminton Championships,Fullerton,1968 US Open Badminton Championships – Men's singles,1967 US Open Badminton Championships,United States of America
1967 US Open Badminton Championships,Flint,1967 US Open Badminton Championships – Men's singles,1966 US Open Badminton Championships,United States of America
1966 US Open Badminton Championships,New Britain,1966 US Open Badminton Championships – Men's singles,1965 US Open Badminton Championships,United States of America
1965 US Open Badminton Championships,New Orleans,1965 US Open Badminton Championships – Men's singles,1964 US Open Badminton Championships,United States of America
1964 US Open Badminton Championships,San Diego,1964 US Open Badminton Championships – Men's singles,1963 US Open Badminton Championships,United States of America
1960 US Open Badminton Championships,Hillside,1960 US Open Badminton Championships – Men's singles,1959 US Open Badminton Championships,United States of America
1959 US Open Badminton Championships,Detroit,1959 US Open Badminton Championships – Men's singles,1958 US Open Badminton Championships,United States of America
1988 US Badminton Championships,Colorado Springs,1988 US Badminton Championships – Men's singles,1987 US Badminton Championships,United States of America
1986 US Badminton Championships,Sunnyvale,1986 US Badminton Championships – Men's singles,1985 US Badminton Championships,United States of America
1985 US Badminton Championships,Atlanta,1985 US Badminton Championships – Men's singles,1984 US Badminton Championships,United States of America
1984 US Badminton Championships,Atlanta,1984 US Badminton Championships – Men's singles,1983 US Badminton Championships,United States of America
1983 US Badminton Championships,Countryside,1983 US Badminton Championships – Men's singles,1982 US Badminton Championships,United States of America
