col0,col1,col2,col3
Federated States of Micronesia,FM,120,International Centre for Settlement of Investment Disputes
Maldives,🇲🇻,230,Organisation for the Prohibition of Chemical Weapons
Federated States of Micronesia,FM,120,Organisation for the Prohibition of Chemical Weapons
Palau,PW,120,Organisation for the Prohibition of Chemical Weapons
Maldives,🇲🇻,230,International Development Association
Federated States of Micronesia,FM,120,International Development Association
Palau,PW,120,International Development Association
Maldives,🇲🇻,230,International Finance Corporation
Federated States of Micronesia,FM,120,International Finance Corporation
Palau,PW,120,International Finance Corporation
Maldives,🇲🇻,230,Alliance of Small Island States
Federated States of Micronesia,FM,120,Alliance of Small Island States
