col0,col1,col2,col3
Ula Ghetto,Uła,ghetto in Nazi-occupied Europe,Belarus
Ostrovno Ghetto,Astroŭna,ghetto in Nazi-occupied Europe,Belarus
Widze Ghetto,Vidzy,ghetto in Nazi-occupied Europe,Belarus
Druja Ghetto,Druya,ghetto in Nazi-occupied Europe,Belarus
Dzhurin Ghetto,Dzhurin,ghetto in Nazi-occupied Europe,Ukraine
Sambor Ghetto,Sambir,ghetto in Nazi-occupied Europe,Ukraine
Tomaszówka Ghetto,Tamashoŭka,ghetto in Nazi-occupied Europe,Belarus
Kamieniec Litewski Ghetto,Kamyenyets,ghetto in Nazi-occupied Europe,Belarus
Wysokie Litewskie Ghetto,Vysokaye,ghetto in Nazi-occupied Europe,Belarus
Wołczyn Ghetto,Vowchyn,ghetto in Nazi-occupied Europe,Belarus
Siedlce Ghetto,Siedlce,ghetto in Nazi-occupied Europe,Poland
