col0,col1,col2,col3
Zhifangtou Township,People's Republic of China,Gujipu,Cang County
Qinxu,People's Republic of China,Qiaoshang,Min County
Yümai,People's Republic of China,Yumai,Lhünzê County
Jiaxuan,People's Republic of China,Badu,Yanshan County
Zhaogudui,People's Republic of China,Zhongtan,Liangshan County
Lianzhou Township,People's Republic of China,پعودسکت,Yongxin County
Denglong,People's Republic of China,Tianxin,Ji'an County
Fumin,People's Republic of China,Tianxin,Xiajiang County
Hutang,People's Republic of China,Zhenshang,Fengcheng
Bangun,People's Republic of China,Jiao'ai,Ningming County
Dukang,People's Republic of China,Yonglong,Tiandeng County
Xiaoxi,People's Republic of China,Tianxin,Yudu County
Yunshishan,People's Republic of China,Tianxin,Ruijin
Erkou,People's Republic of China,Zhenshang,Guixi
