col0,col1,col2,col3,col4,col5
SEEDS-2,Nihon University,Polar Satellite Launch Vehicle,Satish Dhawan Space Centre Second Launch Pad,2008-04-28,rocket launch
Delfi-C3,Delft University of Technology,Polar Satellite Launch Vehicle,Satish Dhawan Space Centre Second Launch Pad,2008-04-28,rocket launch
ITUpSAT1,ITU School of Aeronautics and Astronautics,Polar Satellite Launch Vehicle,Satish Dhawan Space Centre First Launch Pad,2009-09-23,rocket launch
AAUSAT3,Aalborg University,Polar Satellite Launch Vehicle,Satish Dhawan Space Centre First Launch Pad,2013-02-25,rocket launch
STRaND-1,University of Surrey,Polar Satellite Launch Vehicle,Satish Dhawan Space Centre First Launch Pad,2013-02-25,rocket launch
SwissCube-1,École polytechnique fédérale de Lausanne,Polar Satellite Launch Vehicle,Satish Dhawan Space Centre First Launch Pad,2009-09-23,rocket launch
UWE-2,University of Würzburg,Polar Satellite Launch Vehicle,Satish Dhawan Space Centre First Launch Pad,2009-09-23,rocket launch
BeeSat-1,Technical University of Berlin,Polar Satellite Launch Vehicle,Satish Dhawan Space Centre First Launch Pad,2009-09-23,rocket launch
Vermont Lunar CubeSat,Vermont Technical College,Minotaur I,Mid-Atlantic Regional Spaceport Launch Pad 0,2013-11-20,rocket launch
GeneSat-1,National Aeronautics and Space Administration,Minotaur I,Mid-Atlantic Regional Spaceport Launch Pad 0,2006-12-16,rocket launch
