col0,col1,col2,col3,col4,col5
Media Legua,Moratalaz,neighborhood of Madrid,17802,Spain,0.999539
Vallehermoso,Chamberí,neighborhood of Madrid,20192,Spain,1.068709
Las Águilas,Latina,neighborhood of Madrid,51610,Spain,3.609338
La Piovera,Hortaleza,neighborhood of Madrid,14777,Spain,3.13906
La Paz,Fuencarral-El Pardo,neighborhood of Madrid,33868,Spain,2.159243
Cuatro Caminos,Tetuán,neighborhood of Madrid,33687,Spain,1.193509
El Cañaveral,Vicálvaro,neighborhood of Madrid,1111,Spain,0
Cuatro Vientos,Latina,neighborhood of Madrid,5696,Spain,5.419612
Atocha,Arganzuela,neighborhood of Madrid,1159,Spain,0.775561
Goya,Salamanca,neighborhood of Madrid,29572,Spain,0.771228
Hispanoamérica,Chamartín,neighborhood of Madrid,31651,Spain,1.707406
Fuente del Berro,Salamanca,neighborhood of Madrid,20992,Spain,0.852579
La Guindalera,Salamanca,neighborhood of Madrid,41537,Spain,1.598962
