col0,col1,col2,col3
Artists' Pigments: Volume 3,Ashok Roy,A Handbook of their History and Characteristics,Artists' Pigments: Volume 3
Artists' Pigments: Volume 2,Ashok Roy,A Handbook of their History and Characteristics,Artists' Pigments: Volume 2
Fashion: A History from the 18th to the 20th Century,Akiko Fukai,A History from the 18th to the 20th Century,Fashion: A History from the 18th to the 20th Century
Twentieth-Century Pattern Design,Lesley Jackson,Textile and Wallpaper Pioneers,Twentieth-Century Pattern Design
Al-Andalus: The Art of Islamic Spain,Alhambra de granada,The Art of Islamic Spain,Al-Andalus: The Art of Islamic Spain
Embroidered Histories: Indian Textiles for the Portuguese Market During the Sixteenth and Seventeenth Centuries,Barbara Karl,Indian Textiles for the Portuguese Market During the Sixteenth and Seventeenth Centuries,Embroidered Histories: Indian Textiles for the Portuguese Market During the Sixteenth and Seventeenth Centuries
Clothing the Past,Gale Owen-Crocker,Surviving Garments from Early Medieval to Early Modern Western Europe,Clothing the Past
The Tudor Child,Jane Malcolm-Davies,Clothing and Culture 1485 to 1625,The Tudor Child
Fashion in the Age of the Black Prince: A Study of the Years 1340-1365,Stella Mary Newton,A Study of the Years 1340-1365,Fashion in the Age of the Black Prince: A Study of the Years 1340-1365
Patterns of Fashion 5,Janet Arnold,"The content, cut, construction and context of bodies, stays, hoops and rumps c.1595-1795",Patterns of Fashion 5
Washington and Baltimore Art Deco,Richard Striner,A Design History of Neighboring Cities,Washington and Baltimore Art Deco
