col0,col1,col2,col3
Waldschutzgebiet Steinbachtal / Netzbachtal,Saarkohlenwald,Germany,2017-01-01
Hundscheiderbachtal,Steilhänge der Saar,Germany,2017-01-01
Saar-Steilhänge/Lutwinuswald,Steilhänge der Saar,Germany,2017-01-01
Steinbachtal westlich Saarschleife,Steilhänge der Saar,Germany,2017-01-01
Hundscheiderbachtal,Steilhänge der Saar,Germany,2017-01-01
Tiergarten Boitzenburg,Boitzenburger Tiergarten und Strom,Germany,2018-01-01
Heukenberg,"Holzberg, Denkiehäuser Wald, Heukenberg",Germany,2018-12-20
Heukenberg,"Holzberg, Denkiehäuser Wald, Heukenberg",Germany,2018-12-20
Außendeich Nordkehdingen I,Elbe und Inseln,Germany,2018-12-01
Außendeich Nordkehdingen II,Elbe und Inseln,Germany,2018-12-01
Außendeich Nordkehdingen I,Niedersächsischer Mündungstrichter der Elbe,Germany,2018-12-01
