col0,col1,col2,col3,col4
2019 Swiss Open Badminton Championships,open championship,Switzerland,Swiss Open Badminton Championships,Basel
2018 Swiss Open Badminton Championships,open championship,Switzerland,Swiss Open Badminton Championships,Basel
2017 Swiss Open Badminton Championships,open championship,Switzerland,Swiss Open Badminton Championships,Münchenstein
2016 Swiss Open Badminton Championships,open championship,Switzerland,Swiss Open Badminton Championships,Basel
2015 Swiss Open Badminton Championships,open championship,Switzerland,Swiss Open Badminton Championships,Münchenstein
1977 Swiss Open Badminton Championships,open championship,Switzerland,Swiss Open Badminton Championships,Lausanne
2014 Swiss Open Badminton Championships,open championship,Switzerland,Swiss Open Badminton Championships,Basel
1980 Swiss Open Badminton Championships,open championship,Switzerland,Swiss Open Badminton Championships,Lausanne
1983 Swiss Open Badminton Championships,open championship,Switzerland,Swiss Open Badminton Championships,Lausanne
1986 Swiss Open Badminton Championships,open championship,Switzerland,Swiss Open Badminton Championships,Lausanne
1971 Swiss Open Badminton Championships,open championship,Switzerland,Swiss Open Badminton Championships,Lausanne
1974 Swiss Open Badminton Championships,open championship,Switzerland,Swiss Open Badminton Championships,Lausanne
