col0,col1,col2,col3,col4
1997 Swiss Open Badminton Championships,open championship,Switzerland,Swiss Open Badminton Championships,Basel
1995 Swiss Open Badminton Championships,open championship,Switzerland,Swiss Open Badminton Championships,Basel
1994 Swiss Open Badminton Championships,open championship,Switzerland,Swiss Open Badminton Championships,Basel
1992 Swiss Open Badminton Championships,open championship,Switzerland,Swiss Open Badminton Championships,Basel
1991 Swiss Open Badminton Championships,open championship,Switzerland,Swiss Open Badminton Championships,Basel
1982 Swiss Open Badminton Championships,open championship,Switzerland,Swiss Open Badminton Championships,Basel
1981 Swiss Open Badminton Championships,open championship,Switzerland,Swiss Open Badminton Championships,Basel
1979 Swiss Open Badminton Championships,open championship,Switzerland,Swiss Open Badminton Championships,Lausanne
1970 Swiss Open Badminton Championships,open championship,Switzerland,Swiss Open Badminton Championships,Lausanne
1969 Swiss Open Badminton Championships,open championship,Switzerland,Swiss Open Badminton Championships,Lausanne
