col0,col1,col2,col3,col4
follitropin beta,recombinant protein,CGA (glycosylated),Fertavid,infertility
insulin,hexamer,insulin A chain,Actraphane,Type one diabetes mellitus
follitropin beta,biopharmaceutical,CGA (glycosylated),Fertavid,infertility
insulin,biopharmaceutical,disulfide crosslinked residues,Solumarv,maturity-onset diabetes of the young type 2
follitropin beta,medication,CGA (glycosylated),Fertavid,infertility
insulin,peptide hormone,insulin A chain,Insulatard,Type one diabetes mellitus
Botulinum Toxin Type B,biopharmaceutical,"Clostridium neurotoxin, receptor binding N-terminal",Neurobloc,dystonia
insulin,peptide hormone,insulin A chain,Actraphane,Type one diabetes mellitus
Botulinum Toxin Type B,botulinum toxin,"Clostridium neurotoxin, receptor binding N-terminal",Neurobloc,dystonia
insulin,medication,insulin A chain,Actraphane,Type one diabetes mellitus
Botulinum Toxin Type B,protein,"Clostridium neurotoxin, receptor binding N-terminal",Neurobloc,dystonia
follitropin beta,recombinant protein,Follitropin subunit beta (glycosylated),Puregon,infertility
