col0,col1,col2,col3
1986 Peace Race,German Democratic Republic,Olaf Ludwig,1987 Peace Race
1964 Peace Race,German Democratic Republic,Dieter Wiedemann,1965 Peace Race
1985 Peace Race,Poland,Uwe Ampler,1986 Peace Race
1950 Peace Race,Poland,Bronisław Klabiński,1951 Peace Race
1978 Peace Race,Poland,Aleksandr Averin,1979 Peace Race
1949 Peace Race,Poland,Charles Riegert,1950 Peace Race
1989 Peace Race,Poland,Uwe Ampler,1990 Peace Race
1988 Peace Race,Poland,Uwe Ampler,1989 Peace Race
1982 Peace Race,Poland,Olaf Ludwig,1983 Peace Race
1975 Peace Race,Poland,Ryszard Szurkowski,1976 Peace Race
1974 Peace Race,Poland,Stanisław Szozda,1975 Peace Race
1973 Peace Race,Poland,Ryszard Szurkowski,1974 Peace Race
