col0,col1,col2,col3
Parish Ehurch of St Andrew,Andrew,Earls Colne (St. Andrew) Churchyard,United Kingdom
Parish Church of St Anrew,Andrew,Colne Engaine (St. Andrew) Churchyard,United Kingdom
Chutch of St Andrew,Andrew,Fingringhoe (St. Andrew) Churchyard,United Kingdom
Church of St Andew,Andrew,Boreham (St. Andrew) Churchyard Extension,United Kingdom
"St1 Nikolai, Kiel",Saint Nicholas,"Altar in Nikolaikirche, Kiel",Germany
Sint-Nicolaskerk,Saint Nicholas,Paul and Barnabas in Antioch,Netherlands
Parish Church of StAndrew,Andrew,Hatfield Peverel (St. Andrew) Churchyard,United Kingdom
hurch of St Andrew,Andrew,Abberton (St. Andrew) Churchyard,United Kingdom
Church of St Andrw,Andrew,Good Easter (St. Andrew) Churchyard,United Kingdom
Curch of St Andrew,Andrew,Sandon (St. Andrew) Churchyard,United Kingdom
Chrch o St Andrew,Andrew,St Andrew Churchyard,United Kingdom
