col0,col1,col2,col3
Biathlon European Championships 2016,sports festival,Biathlon European Championships,International Biathlon Union
Alpine Skiing Europa Cup 2013–14,sports festival,Alpine Skiing Europa Cup,International Ski Federation
1994 UCI Mountain Bike World Championships,sports season,UCI Mountain Bike & Trials World Championships,Union Cycliste Internationale
1993 UCI Mountain Bike World Championships,sports season,UCI Mountain Bike & Trials World Championships,Union Cycliste Internationale
1994 UCI Mountain Bike World Championships,sports festival,UCI Mountain Bike & Trials World Championships,Union Cycliste Internationale
1993 UCI Mountain Bike World Championships,sports festival,UCI Mountain Bike & Trials World Championships,Union Cycliste Internationale
2003 UCI Mountain Bike Marathon World Championships,sports festival,UCI Mountain Bike Marathon World Championships,Union Cycliste Internationale
1997 UCI Mountain Bike World Championships,sports festival,UCI Mountain Bike & Trials World Championships,Union Cycliste Internationale
1967 Nemzeti Bajnokság I,sports festival,Nemzeti Bajnokság I,Hungarian Football Federation
World Championship Mountain Bike 2006,sports season,UCI Mountain Bike & Trials World Championships,Union Cycliste Internationale
