col0,col1,col2,col3
In Beaver Valley,nature documentary,"Academy Award for Best Live Action Short Film, Two-Reel",Winston Hibler
Wasp,drama film,Academy Award for Best Live Action Short Film,Andrea Arnold
Pacific 231,documentary film,Short Film Palme d'Or,Jean Mitry
The Bespoke Overcoat,drama film,"Academy Award for Best Live Action Short Film, Two-Reel",Wolf Mankowitz
Parable,drama film,National Film Registry,Rolf Forsberg
Pups Is Pups,comedy film,National Film Registry,H. M. Walker
The Accountant,comedy film,Academy Award for Best Live Action Short Film,Ray McKinnon
Seawards the Great Ships,documentary film,Academy Award for Best Live Action Short Film,John Grierson
The Alaskan Eskimo,documentary film,Academy Award for Best Documentary (Short Subject),Winston Hibler
Men Against the Arctic,documentary film,Academy Award for Best Documentary (Short Subject),Winston Hibler
So Much for So Little,documentary film,Academy Award for Best Documentary (Short Subject),Friz Freleng
The Lady in Number 6,documentary film,Academy Award for Best Documentary (Short Subject),Malcolm Clarke
Of Pups and Puzzles,documentary film,"Academy Award for Best Live Action Short Film, One-Reel",Owen Crump
