col0,col1,col2,col3,col4
Holy Well Of St Credan,Sancreed,Grade II listed building,holy well,United Kingdom
Holy Well Of St Ia,St Ives,Grade II listed building,holy well,United Kingdom
Holy Well Of Saint Mawnan,Mawnan,Grade II listed building,holy well,United Kingdom
Holy Well Of Saint Anthony At Approx 50M North Of Church Of Saint Anthony,St Anthony-in-Meneage,Grade II listed building,holy well,United Kingdom
Holy Well Of Saint Mylor At Approx 50M North Of Church Of Saint Mylor,Mylor,Grade II listed building,holy well,United Kingdom
Holy Well Of St Cubert At Sw 77337 58896,Cubert,Grade II listed building,holy well,United Kingdom
Holy Well Approx 200 M East Of Golden Manor House,"Probus, Cornwall",Grade II listed building,holy well,United Kingdom
Holy Well At Venton Glidder Farm Approx 50M North Of Venton Glidder Farmhouse,"Probus, Cornwall",Grade II listed building,holy well,United Kingdom
Holy Well About 70 Metres North East Of Chapel Farmhouse,St Dominick,Grade II listed building,holy well,United Kingdom
Spring Head At SX 620 935,Belstone,Grade II listed building,holy well,United Kingdom
Holy Well 350 Metres Along Lane To Frogmore From B3176,Broad Clyst,Grade II listed building,holy well,United Kingdom
Holy Well Of St John The Baptist,"Bisley, Surrey",Grade II listed building,holy well,United Kingdom
