col0,col1,col2,col3
Tin Yuet stop,MTR Light Rail fare zone 5A,2,People's Republic of China
Tin Yat stop,MTR Light Rail fare zone 5A,5,People's Republic of China
Tin Heng stop,MTR Light Rail fare zone 5A,2,People's Republic of China
Tin Fu stop,MTR Light Rail fare zone 5A,2,People's Republic of China
Chung Fu stop,MTR Light Rail fare zone 5A,2,People's Republic of China
Tin Sau stop,MTR Light Rail fare zone 5A,2,People's Republic of China
Wetland Park stop,MTR Light Rail fare zone 5A,2,People's Republic of China
Yuen Long stop,MTR Light Rail fare zone 5,5,People's Republic of China
Hong Lok Road stop,MTR Light Rail fare zone 5,2,People's Republic of China
Tai Tong Road stop,MTR Light Rail fare zone 5,2,People's Republic of China
