col0,col1,col2,col3
Palácio Monroe 1,gelatin silver process,IMS Collection,17
Demolição do morro do Castelo 3,gelatin silver process,IMS Collection,17.3
Demolição do Morro do Castelo 6,gelatin silver process,IMS Collection,16
Demolição do morro do Castelo 6,gelatin silver process,IMS Collection,17.3
Demolição do Morro do Castelo 9,gelatin silver process,IMS Collection,16
Demolição do Morro do Castelo 7,gelatin silver process,IMS Collection,16
Demolição do Morro do Castelo 2,gelatin silver process,IMS Collection,16
Demolição do Morro do Castelo 10,gelatin silver process,IMS Collection,16
Cortejo fúnebre do prefeito Pereira Passos 8,gelatin silver process,IMS Collection,17.5
Cortejo fúnebre do prefeito Pereira Passos 1,gelatin silver process,IMS Collection,17.3
