col0,col1,col2,col3
"Själö, Ängesnäs bergen",registered archaeological site in Finland,Bronze Age,Pargas
Numminvor,registered archaeological site in Finland,Bronze Age,Pargas
Rauvaisskogensbergen 2,registered archaeological site in Finland,prehistory,Pargas
Koivikko,registered archaeological site in Finland,prehistory,Pargas
Metsätähti 1,registered archaeological site in Finland,prehistory,Pargas
Metsämäki 2,registered archaeological site in Finland,prehistory,Pargas
Kronoby-Borgbacken 1,registered archaeological site in Finland,Bronze Age,Kronoby
Brännbacken,registered archaeological site in Finland,Bronze Age,Kronoby
Nedervetil-Kettusbacken,registered archaeological site in Finland,Bronze Age,Kronoby
Högöjnen,registered archaeological site in Finland,Bronze Age,Kronoby
Kronoby-Bastöjnen,registered archaeological site in Finland,Bronze Age,Kronoby
Nedervetil-Luggasbacken 1,registered archaeological site in Finland,Bronze Age,Kronoby
Köyrisåsen 2,registered archaeological site in Finland,Bronze Age,Kronoby
