col0,col1,col2,col3
Conceição e Estoi,Conceição,Portugal,Estoi
Estômbar e Parchal,Estômbar,Portugal,Estômbar
Faro,São Pedro,Portugal,Sé
Estremoz,Santa Maria,Portugal,Santa Maria
São Gonçalo de Lagos,São Sebastião,Portugal,Santa Maria
Faro,São Pedro,Portugal,São Pedro
"Coz, Alpedriz e Montes",Coz,Portugal,Alpedriz
Glória e Vera Cruz,Glória,Portugal,Vera Cruz
Covelo de Paivó e Janarde,Covelo de Paivó,Portugal,Covelo de Paivó
"Crato e Mártires, Flor da Rosa e Vale do Peso",Flor da Rosa,Portugal,Flor da Rosa
Conceição e Estoi,Conceição,Portugal,Conceição
São Gonçalo de Lagos,São Sebastião,Portugal,São Sebastião
Eiras e São Paulo de Frades,Eiras,Portugal,São Paulo de Frades
Jolda,Rio Cabrão,Portugal,Rio Cabrão
