col0,col1,col2,col3
Stolperstein dedicated to Erich Stern,Germany,brass,opening ceremony
Stolperstein dedicated to Werner Stern,Germany,brass,opening ceremony
Stolperstein dedicated to Helene Stern,Germany,brass,opening ceremony
Stolperstein dedicated to Rosalie Stern,Germany,brass,opening ceremony
Stolperstein dedicated to Paul Stern,Germany,brass,opening ceremony
Stolperstein dedicated to Hanna Rosenthal,Germany,brass,opening ceremony
Stolperstein dedicated to Hans Jakob Rosenthal,Germany,brass,opening ceremony
Stolperstein dedicated to Laura Rosenthal,Germany,brass,opening ceremony
Stolperstein dedicated to Hugo Rosenthal,Germany,brass,opening ceremony
Stolperstein dedicated to Lieselotte Rosengarten,Germany,brass,opening ceremony
