col0,col1,col2,col3,col4,col5
2018 Four Days of Dunkirk,"2018 Four Days of Dunkirk, stage 2",Dunkirk,Rudy Barbier,France,Dunkirk
2017 Four Days of Dunkirk,"2017 Four Days of Dunkirk, Stage 3",Dunkirk,Clément Venturini,France,Dunkirk
2018 Four Days of Dunkirk,"2018 Four Days of Dunkirk, stage 2",Dunkirk,Timothy Dupont,France,Dunkirk
2017 Four Days of Dunkirk,"2017 Four Days of Dunkirk, Stage 3",Dunkirk,Jens Debusschere,France,Dunkirk
2018 Four Days of Dunkirk,"2018 Four Days of Dunkirk, stage 2",Dunkirk,Nacer Bouhanni,France,Dunkirk
2017 Four Days of Dunkirk,"2017 Four Days of Dunkirk, Stage 3",Dunkirk,Sylvain Chavanel,France,Dunkirk
2018 Four Days of Dunkirk,"2018 Four Days of Dunkirk, stage 2",Dunkirk,André Greipel,France,Dunkirk
2015 Four Days of Dunkirk,"2015 Four Days of Dunkirk, stage 1",Dunkirk,Edward Theuns,France,Dunkirk
2016 Four Days of Dunkirk,"2016 Four Days of Dunkirk, Stage 1",Dunkirk,Raymond Kreder,France,Dunkirk
2015 Four Days of Dunkirk,"2015 Four Days of Dunkirk, stage 1",Dunkirk,Jonas Ahlstrand,France,Dunkirk
2016 Four Days of Dunkirk,"2016 Four Days of Dunkirk, Stage 1",Dunkirk,Bryan Coquard,France,Dunkirk
