col0,col1,col2,col3
WrestleMania IV,Bobby Heenan,1988-03-27,United States of America
WrestleMania III,Bob Uecker,1987-03-29,United States of America
WrestleMania IV,Hillbilly Jim,1988-03-27,United States of America
WrestleMania III,Hillbilly Jim,1987-03-29,United States of America
WrestleMania IV,Superstar Billy Graham,1988-03-27,United States of America
WrestleMania III,King Kong Bundy,1987-03-29,United States of America
WrestleMania IV,Jim Neidhart,1988-03-27,United States of America
WrestleMania III,Jim Neidhart,1987-03-29,United States of America
WrestleMania IV,Nikolai Volkoff,1988-03-27,United States of America
WrestleMania III,Nikolai Volkoff,1987-03-29,United States of America
WrestleMania IV,Harley Race,1988-03-27,United States of America
WrestleMania III,Gorilla Monsoon,1987-03-29,United States of America
