col0,col1,col2,col3,col4
Whinmoor Flats,United Kingdom,high-rise building,Brayton Grange,Leeds
Wellington Road Flats,United Kingdom,high-rise building,Clyde Grange,Leeds
Wellington Hill,United Kingdom,high-rise building,Barncroft Court,Leeds
Theaker Lane Flats,United Kingdom,high-rise building,Burnsall Grange,Leeds
Swinnow Flats,United Kingdom,high-rise building,Rycroft Place,Leeds
Shakespeare Street Flats,United Kingdom,high-rise building,Shakespeare Towers,Leeds
Seacroft Flats,United Kingdom,high-rise building,Parkway Towers,Leeds
Poplar Mount Flats,United Kingdom,high-rise building,Poplar Court 1,Leeds
Moor Crest Flats,United Kingdom,high-rise building,Crescent Grange,Leeds
Mistress Lane Flats,United Kingdom,high-rise building,Westerly Rise,Leeds
Oatland Towers,United Kingdom,residence,Oatland Court,Leeds
Kirkstall Hill Flats,United Kingdom,high-rise building,Grayson Heights,Leeds
Wortley Park Flats,United Kingdom,high-rise building,Wortley Heights,Leeds
Gipton Flats,United Kingdom,high-rise building,Briarsdale Heights,Leeds
