col0,col1,col2,col3,col4
1980 Dutch Grand Prix,Circuit Park Zandvoort,1980 Formula One season,Nelson Piquet,Netherlands
1978 Dutch Grand Prix,Circuit Park Zandvoort,1978 Formula One season,Mario Andretti,Netherlands
1976 Dutch Grand Prix,Circuit Park Zandvoort,1976 Formula One season,James Hunt,Netherlands
1975 Dutch Grand Prix,Circuit Park Zandvoort,1975 Formula One season,James Hunt,Netherlands
1985 Dutch Grand Prix,Circuit Park Zandvoort,1985 Formula One season,Niki Lauda,Netherlands
1977 Dutch Grand Prix,Circuit Park Zandvoort,1977 Formula One season,Niki Lauda,Netherlands
1974 Dutch Grand Prix,Circuit Park Zandvoort,1974 Formula One season,Niki Lauda,Netherlands
1961 Dutch Grand Prix,Circuit Park Zandvoort,1961 Formula One season,Wolfgang von Trips,Netherlands
1984 Dutch Grand Prix,Circuit Park Zandvoort,1984 Formula One season,Alain Prost,Netherlands
1981 Dutch Grand Prix,Circuit Park Zandvoort,1981 Formula One season,Alain Prost,Netherlands
1970 Dutch Grand Prix,Circuit Park Zandvoort,1970 Formula One season,Jochen Rindt,Netherlands
1969 Dutch Grand Prix,Circuit Park Zandvoort,1969 Formula One season,Jackie Stewart,Netherlands
1968 Dutch Grand Prix,Circuit Park Zandvoort,1968 Formula One season,Jackie Stewart,Netherlands
