col0,col1,col2,col3,col4
1999 Route du Sud,France,1999-06-22,2000 Route du Sud,Route du Sud
1998 Route du Sud,France,1998-06-30,1999 Route du Sud,Route du Sud
1997 Route du Sud,France,1997-06-24,1998 Route du Sud,Route du Sud
1996 Route du Sud,France,1996-06-18,1997 Route du Sud,Route du Sud
1995 Route du Sud,France,1995-06-20,1996 Route du Sud,Route du Sud
1994 Route du Sud,France,1994-06-23,1995 Route du Sud,Route du Sud
1993 Route du Sud,France,1993-06-24,1994 Route du Sud,Route du Sud
1992 Route du Sud,France,1992-06-14,1993 Route du Sud,Route du Sud
1991 Route du Sud,France,1991-06-16,1992 Route du Sud,Route du Sud
1990 Route du Sud,France,1990-06-11,1991 Route du Sud,Route du Sud
1989 Route du Sud,France,1989-06-11,1990 Route du Sud,Route du Sud
