col0,col1,col2,col3
Adeline,Belgium,2000-01-01,Flora de Mariposa
Furioso,England,1939-01-01,Lurioso
Quasimodo van de Molendreef,Ertvelde,1993-04-17,Hello Sanctos
Furioso,England,1939-01-01,Lutteur B
Capitol I,Kollmar,1975-01-01,Ultimo van ter Moude
Uriel,Planquery,1964-03-16,Karielle
Quastor,Manche,1960-05-15,Kastomelle
Uriel,Planquery,1964-03-16,Rosire
Carthago,Germany,1987-01-01,Electra Van T Roosakker
Quastor,Manche,1960-05-15,Fair Play III
Nankin,Audouville-la-Hubert,1957-04-15,Golden Comet
