col0,col1,col2,col3
Papa Murphy's Park,Sacramento Republic FC,Comcast Spectacor,Sacramento Republic FC
Baxter Arena,Omaha Mavericks men's basketball,University of Nebraska Omaha,University of Nebraska Omaha
Retriever Soccer Park,UMBC Retrievers,"University of Maryland, Baltimore County","University of Maryland, Baltimore County"
UMBC Aquatic Complex,UMBC Retrievers,"University of Maryland, Baltimore County","University of Maryland, Baltimore County"
Penydarren Park,Merthyr Town F.C.,Merthyr Town F.C.,Merthyr Tydfil County Borough Council
NYSEG Stadium,Binghamton Mets,Binghamton Mets,Binghamton
Cubs Park,Chicago Cubs,Chicago Cubs,Mesa
Northeast Delta Dental Stadium,New Hampshire Fisher Cats,New Hampshire Fisher Cats,Manchester
Oneok Field,Tulsa Drillers,Tulsa Drillers,Tulsa
Golden 1 Center,Sacramento Kings,Sacramento Kings,Sacramento
Fusha Sportive Adriatik,K.FAda Velipojë,K.FAda Velipojë,K.FAda Velipojë
Central Ground,Witton Albion F.C.,Witton Albion F.C.,Witton Albion F.C.
Papa Murphy's Park,Sacramento Republic FC,Comcast Spectacor,California Exposition
