col0,col1,col2,col3
2000 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,2001 Icelandic Badminton Championships
1999 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,2000 Icelandic Badminton Championships
1998 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,1999 Icelandic Badminton Championships
1997 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,1998 Icelandic Badminton Championships
1996 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,1997 Icelandic Badminton Championships
1995 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,1996 Icelandic Badminton Championships
1994 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,1995 Icelandic Badminton Championships
1993 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,1994 Icelandic Badminton Championships
1992 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,1993 Icelandic Badminton Championships
1991 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,1992 Icelandic Badminton Championships
1990 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,1991 Icelandic Badminton Championships
1989 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,1990 Icelandic Badminton Championships
1988 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,1989 Icelandic Badminton Championships
1986 Icelandic Badminton Championships,badminton,Icelandic Badminton Championships,1987 Icelandic Badminton Championships
