col0,col1,col2,col3,col4
Nepenthes edwardsiana,species,vulnerable,climbing plant,Pitcher plant
Nepenthes bellii,species,least concern,climbing plant,Pitcher plant
Nepenthes dubia,species,critically endangered,climbing plant,Pitcher plant
Nepenthes northiana,species,vulnerable,climbing plant,Pitcher plant
Nepenthes lowii,species,vulnerable,climbing plant,Pitcher plant
Vicia sepium,species,least concern,climbing plant,bush vetch
Nepenthes inermis,species,least concern,climbing plant,Pitcher plant
Nepenthes macrophylla,species,critically endangered,climbing plant,Pitcher plant
Nepenthes spathulata,species,least concern,climbing plant,Pitcher plant
Nepenthes aristolochioides,species,critically endangered,climbing plant,Pitcher plant
Nepenthes bicalcarata,species,vulnerable,climbing plant,Fanged pitcher plant
Nepenthes villosa,species,least concern,climbing plant,Pitcher plant
