col0,col1,col2,col3
Paestum,painting,public domain,Biblioteca Museu Víctor Balaguer
Catalan Landscape,painting,public domain,Biblioteca Museu Víctor Balaguer
Stormy Sea,painting,public domain,Biblioteca Museu Víctor Balaguer
Camps de Sinéu,painting,public domain,Biblioteca Museu Víctor Balaguer
Landscape with Figure,painting,public domain,Biblioteca Museu Víctor Balaguer
Teresita,painting,public domain,Biblioteca Museu Víctor Balaguer
Dolor sense llàgrimes,painting,public domain,Biblioteca Museu Víctor Balaguer
Ducks,painting,public domain,Biblioteca Museu Víctor Balaguer
Allegory of Peace,painting,public domain,Biblioteca Museu Víctor Balaguer
Ausias March and the Prince of Viana,painting,public domain,Biblioteca Museu Víctor Balaguer
