col0,col1,col2,col3
Africa,statue,quai Anatole-France,Africa
equestrian statue of Emir Abdelkader,sculpture,Emir Abdelkader Square,Abdelkader El Djezairi
equestrian statue of Joan of Arc,monument,chemin Saint-Louis,Joan of Arc
equestrian statue of Napoleon,sculpture,place Napoléon,Napoleon
equestrian statue of René II,sculpture,Saint-Epvre square,René II
equestrian statue of Louis XIV,sculpture,promenade of Peyrou,Louis XIV of France
equestrian statue of Louis XIV,sculpture,square of Liberation,Louis XIV of France
equestrian statue of Bertrand du Guesclin,sculpture,place Saint-Martin,Bertrand du Guesclin
equestrian statue of Joan of Arc,sculpture,chemin Saint-Louis,Joan of Arc
equestrian statue of Joan of Arc,sculpture,place de la Résistance,Joan of Arc
equestrian statue of Joan of Arc,sculpture,place du Cardinal-Luçon,Joan of Arc
"""Motherhood"" sculpture",monument,Gay street,motherhood
