col0,col1,col2,col3
Pair of Archer's Gloves,Cleveland Museum of Art,item of collection or exhibition,public domain
Pair of Archer's Gloves,Cleveland Museum of Art,item of collection or exhibition,public domain
Girdle,Cleveland Museum of Art,item of collection or exhibition,copyrighted
Sash,Cleveland Museum of Art,item of collection or exhibition,public domain
Buddhist Priest Robe,Cleveland Museum of Art,item of collection or exhibition,public domain
Buddhist Priest Robe and Sash,Cleveland Museum of Art,item of collection or exhibition,public domain
Beaded Bag,Cleveland Museum of Art,item of collection or exhibition,public domain
Embroidered Robe,Cleveland Museum of Art,item of collection or exhibition,public domain
Alb,Cleveland Museum of Art,item of collection or exhibition,public domain
Embroidered Headdress,Cleveland Museum of Art,item of collection or exhibition,public domain
