col0,col1,col2,col3,col4
"Tabakhane, Nicosia",Nempetchane,Nicosia Municipality,Parish of Nicosia Municipality,UTC+02:00
"Taht-el-kale, Nicosia",Pallouriotissa,Nicosia Municipality,Parish of Nicosia Municipality,UTC+02:00
Ayios Andreas,Arap Achmet,Nicosia Municipality,Parish of Nicosia Municipality,UTC+02:00
"Ayioi Omoloyites, Nicosia",Trypiotis,Nicosia Municipality,Parish of Nicosia Municipality,UTC+02:00
Iplik-Pazar-Korkout Efenti,Arap Achmet,Nicosia Municipality,Parish of Nicosia Municipality,UTC+02:00
"Ayios Savvas, Nicosia",Trypiotis,Nicosia Municipality,Parish of Nicosia Municipality,UTC+02:00
Omorfita,Neapoli,Nicosia Municipality,Parish of Nicosia Municipality,UTC+02:00
"Ayios Antonios, Nicosia",Pallouriotissa,Nicosia Municipality,Parish of Nicosia Municipality,UTC+02:00
Kaimakli,Pallouriotissa,Nicosia Municipality,Parish of Nicosia Municipality,UTC+02:00
Pallouriotissa,Agioi Konstantinos kai Eleni,Nicosia Municipality,Parish of Nicosia Municipality,UTC+02:00
Agioi Konstantinos kai Eleni,Pallouriotissa,Nicosia Municipality,Parish of Nicosia Municipality,UTC+02:00
