col0,col1,col2,col3,col4
"Republican Party presidential primaries in Tennessee, 2012",Republican Party,2008 Tennessee Republican primary,presidential election,United States of America
"Republican Party presidential primaries in Oregon, 2012",Republican Party,2008 Oregon Republican primary,presidential election,United States of America
"Republican Party presidential primaries in Oklahoma, 2012",Republican Party,2008 Oklahoma Republican primary,presidential election,United States of America
"Republican Party presidential primaries in Ohio, 2012",Republican Party,2008 Ohio Republican primary,presidential election,United States of America
"Republican Party presidential primaries in North Carolina, 2012",Republican Party,2008 North Carolina Republican primary,presidential election,United States of America
"Republican Party presidential primaries in New York, 2012",Republican Party,2008 New York Republican primary,presidential election,United States of America
"Republican Party presidential primaries in New Mexico, 2012",Republican Party,2008 New Mexico Republican primary,presidential election,United States of America
"Republican Party presidential primaries in New Jersey, 2012",Republican Party,2008 New Jersey Republican primary,presidential election,United States of America
"Republican Party presidential primaries in Nebraska, 2012",Republican Party,2008 Nebraska Republican primary,presidential election,United States of America
"Republican Party presidential primaries in Mississippi, 2012",Republican Party,2008 Mississippi Republican primary,presidential election,United States of America
"Republican Party presidential primaries in Michigan, 2012",Republican Party,2008 Michigan Republican primary,presidential election,United States of America
"Republican Party presidential primaries in Maryland, 2012",Republican Party,2008 Maryland Republican primary,presidential election,United States of America
"Republican Party presidential primaries in Louisiana, 2012",Republican Party,2008 Louisiana Republican caucuses and primary,presidential election,United States of America
"Republican Party presidential primaries in Kentucky, 2012",Republican Party,2008 Kentucky Republican primary,presidential election,United States of America
