col0,col1,col2,col3,col4
Darlington County,"National Register of Historic Places listings in Darlington County, South Carolina",county of South Carolina,67935,Darlington
Greenwood County,"National Register of Historic Places listings in Greenwood County, South Carolina",county of South Carolina,69723,Greenwood
Greenville County,"National Register of Historic Places listings in Greenville County, South Carolina",county of South Carolina,474266,Greenville
Barnwell County,"National Register of Historic Places listings in Barnwell County, South Carolina",county of South Carolina,22119,Barnwell
Bamberg County,"National Register of Historic Places listings in Bamberg County, South Carolina",county of South Carolina,15430,Bamberg
Hampton County,"National Register of Historic Places listings in Hampton County, South Carolina",county of South Carolina,20408,Hampton
Clarendon County,"National Register of Historic Places listings in Clarendon County, South Carolina",county of South Carolina,34355,Manning
Allendale County,"National Register of Historic Places listings in Allendale County, South Carolina",county of South Carolina,9839,Allendale
Chester County,"National Register of Historic Places listings in Chester County, South Carolina",county of South Carolina,32578,Chester
Beaufort County,"National Register of Historic Places listings in Beaufort County, South Carolina",county of South Carolina,171838,Beaufort
Berkeley County,"National Register of Historic Places listings in Berkeley County, South Carolina",county of South Carolina,194020,Moncks Corner
Edgefield County,"National Register of Historic Places listings in Edgefield County, South Carolina",county of South Carolina,26436,Edgefield
Lancaster County,"National Register of Historic Places listings in Lancaster County, South Carolina",county of South Carolina,80458,Lancaster
Anderson County,"National Register of Historic Places listings in Anderson County, South Carolina",county of South Carolina,190641,Anderson
