col0,col1,col2,col3
The Family of Darius III in front of Alexander the Great,painting,public domain,Biblioteca Museu Víctor Balaguer
soldier,painting,public domain,Biblioteca Museu Víctor Balaguer
Washers,painting,public domain,Biblioteca Museu Víctor Balaguer
Spring,painting,public domain,Biblioteca Museu Víctor Balaguer
Prize without Joy - Sad Memories,painting,public domain,Biblioteca Museu Víctor Balaguer
city sight,painting,public domain,Biblioteca Museu Víctor Balaguer
Paysage,painting,public domain,Biblioteca Museu Víctor Balaguer
Banks of the Tiber,painting,public domain,Biblioteca Museu Víctor Balaguer
Askari,painting,public domain,Biblioteca Museu Víctor Balaguer
La Blonde aux seins nus,painting,public domain,Suzanne Manet
Self-Portrait with Palette,painting,public domain,Steve Wynn
Peasant Woman Against a Background of Wheat,painting,public domain,Steve Wynn
