col0,col1,col2,col3,col4
2020 NASCAR Hall of Fame 200,2020 NASCAR Gander RV & Outdoors Truck Series,Martinsville Speedway,auto race,2020-10-30
2020 Sugarlands Shine 250,2020 NASCAR Gander RV & Outdoors Truck Series,Talladega Superspeedway,auto race,2020-10-03
2020 World of Westgate 200,2020 NASCAR Gander RV & Outdoors Truck Series,Las Vegas Motor Speedway,auto race,2020-09-25
2020 UNOH 200 presented by Ohio Logistics,2020 NASCAR Gander RV & Outdoors Truck Series,Bristol Motor Speedway,auto race,2020-09-17
2020 Chevrolet Silverado 250,2020 NASCAR Gander RV & Outdoors Truck Series,Canadian Tire Motorsport Park,auto race,2020-09-06
2020 CarShield 200,2020 NASCAR Gander RV & Outdoors Truck Series,World Wide Technology Raceway at Gateway,auto race,2020-08-21
2020 Corrigan Oil 200,2020 NASCAR Gander RV & Outdoors Truck Series,Michigan International Speedway,auto race,2020-08-08
2020 Eldora Dirt Derby,2020 NASCAR Gander RV & Outdoors Truck Series,Eldora Speedway,auto race,2020-07-30
2020 Buckle Up in Your Truck 225,2020 NASCAR Gander RV & Outdoors Truck Series,Kentucky Speedway,auto race,2020-07-09
2020 Pocono 150,2020 NASCAR Gander RV & Outdoors Truck Series,Pocono Raceway,auto race,2020-06-27
