col0,col1,col2,col3
Huangnan Tibetan Autonomous Prefecture,17921,231700,Qinghai
Golog Tibetan Autonomous Prefecture,76312,155300,Qinghai
Xiangxi Tujia and Miao Autonomous Prefecture,15486,3650000,Hunan
Yanbian Korean Autonomous Prefecture,43474,2184000,Jilin
Chuxiong Yi Autonomous Prefecture,29258,2684000,Yunnan
Dali Bai Autonomous Prefecture,29459,3480000,Yunnan
Wenshan Zhuang and Miao Autonomous Prefecture,32239,3400000,Yunnan
Dehong Dai and Jingpo Autonomous Prefecture,11526,1177000,Yunnan
Honghe Hani and Yi Autonomous Prefecture,32.929,4373000,Yunnan
Xishuangbanna Dai Autonomous Prefecture,19700,1064000,Yunnan
Nujiang Lisu Autonomous Prefecture,14703,529300,Yunnan
