col0,col1,col2,col3,col4
fortified Lutheran church of Alțâna,historic monument,Romania,Fortress church,Alțina
Roșia fortified church,historic monument,Romania,Fortress church,Roșia
Valea Viilor fortified church,historic monument,Romania,Fortress church,Valea Viilor
Saschiz fortified church,historic monument,Romania,Fortress church,Saschiz
Prejmer fortified church,historic monument,Romania,Fortress church,Prejmer
Câlnic Citadel,historic monument,Romania,Fortress church,Câlnic
Biertan fortified church,historic monument,Romania,Fortress church,Biertan
"Fortified church in Merghindeal, Sibiu",historic monument,Romania,Fortress church,Merghindeal
Ighișu Nou Fortified Church,historic monument,Romania,Fortress church,Ighișu Nou
fortified Lutheran church of Dealu Frumos,historic monument,Romania,Fortress church,Dealu Frumos
"Fortified church in Bălcaciu, Alba",historic monument,Romania,Fortress church,Bălcaciu
