col0,col1,col2,col3
Céka,male,comics artist,pen name
Luke Rhinehart,male,writer,pen name
Jean Becker,male,writer,pen name
Śūdraka,male,writer,pen name
Das Gezeichnete Ich,male,singer,pen name
Kader Abdolah,male,writer,pen name
Bo Balderson,male,writer,pen name
Franz Liebhard,male,writer,pen name
Dr. Seuss,male,screenwriter,pen name
Nikolaus Lenau,male,writer,pen name
Pierre-Martin Perreaut,male,novelist,human
SOHN,male,composer,human
Verity Stob,female,engineer,human
Mrs Stephen Fry,female,blogger,human
