col0,col1,col2,col3,col4
2019 Tour de Pologne,2019-08-03,road bicycle racing,Poland,Chris Hamilton
2018 Tour de Pologne,2018-08-04,road bicycle racing,Poland,Emanuel Buchmann
2019 Tour de Pologne,2019-08-03,road bicycle racing,Poland,Pierre Latour
2016 Tour de Pologne,2016-07-12,road bicycle racing,Poland,Tiesj Benoot
2018 Tour de Pologne,2018-08-04,road bicycle racing,Poland,Dylan Teuns
2019 Tour de Pologne,2019-08-03,road bicycle racing,Poland,Tao Geoghegan Hart
2016 Tour de Pologne,2016-07-12,road bicycle racing,Poland,Alberto Bettiol
2019 Tour de Pologne,2019-08-03,road bicycle racing,Poland,Davide Formolo
2018 Tour de Pologne,2018-08-04,road bicycle racing,Poland,Davide Formolo
2016 Tour de Pologne,2016-07-12,road bicycle racing,Poland,Ruben Fernandez Andujar
2018 Tour de Pologne,2018-08-04,road bicycle racing,Poland,Simon Yates
2016 Tour de Pologne,2016-07-12,road bicycle racing,Poland,Tim Wellens
2018 Tour de Pologne,2018-08-04,road bicycle racing,Poland,George Bennett
2019 Tour de Pologne,2019-08-03,road bicycle racing,Poland,Rafał Majka
2016 Tour de Pologne,2016-07-12,road bicycle racing,Poland,Fabio Felline
