col0,col1,col2,col3
"Flesh of My Flesh, Blood of My Blood",... And Then There Was X,Soul Train Music Award for Best R&B/Soul Album of the Year,Compact Disc
Getz/Gilberto,Getz/Gilberto Vol. 2,"Grammy Award for Best Engineered Album, Non-Classical",gramophone record
All the Right Reasons,Dark Horse,Juno Award for Album of the Year,Compact Disc
Chickenfoot III,LV,Grammy Award for Best Recording Package,Compact Disc
Cassadaga,The People's Key,Grammy Award for Best Recording Package,Compact Disc
Fruto de Amor,Som de Adoradores,Latin Grammy Award for Best Portuguese Language Christian Album,Compact Disc
Odelay,Mutations,Grammy Award for Best Alternative Music Album,gramophone record
Hello Nasty,To the 5 Boroughs,MTV Europe Music Award for Best Album,gramophone record
Getz/Gilberto,Getz/Gilberto Vol. 2,Grammy Award for Best Jazz Instrumental Album,gramophone record
Finding Forever,Universal Mind Control,Grammy Award for Best Rap Album,Compact Disc
Gangsta's Paradise,My Soul,Grammy Award for Best Rap Album,Compact Disc
Be,Finding Forever,Grammy Award for Best Rap Album,Compact Disc
