col0,col1,col2,col3,col4
Liar Game,2007-04-14,2,Japanese,Japan
Water Boys 2,2004-07-06,1,Japanese,Japan
Hero,2001-01-08,1,Japanese,Japan
Strawberry on the Shortcake,2001-01-12,1,Japanese,Japan
Stand Up!!,2003-07-04,1,Japanese,Japan
1 Litre no Namida,2005-10-11,1,Japanese,Japan
Monsters,2012-10-21,1,Japanese,Japan
Season of the Sun,2002-07-07,1,Japanese,Japan
Densha Otoko,2005-07-07,1,Japanese,Japan
"Soredemo, Ikite Yuku",2011-01-01,1,Japanese,Japan
Yasha,2000-04-21,1,Japanese,Japan
Ring: The Final Chapter,1999-01-07,1,Japanese,Japan
Rasen,1999-07-01,1,Japanese,Japan
