col0,col1,col2,col3
Sint-Germanus church,Belfries of Belgium and France,Tienen,part of World Heritage Site
Belfort van Herentals,Belfries of Belgium and France,Herentals,part of World Heritage Site
Belfry of Gravelines,Belfries of Belgium and France,Gravelines,part of World Heritage Site
Belfry of Lucheux,Belfries of Belgium and France,Lucheux,part of World Heritage Site
Belfry of Aire-sur-la-Lys,Belfries of Belgium and France,Aire-sur-la-Lys,part of World Heritage Site
Belfry of Bergues,Belfries of Belgium and France,Bergues,part of World Heritage Site
"St. Leonard's Church, Zoutleeuw",Belfries of Belgium and France,Zoutleeuw,part of World Heritage Site
Belfry of Gembloux,Belfries of Belgium and France,Gembloux,part of World Heritage Site
Belfry of Menen,Belfries of Belgium and France,Menen,part of World Heritage Site
Belfry of Béthune,Belfries of Belgium and France,Béthune,part of World Heritage Site
