col0,col1,col2,col3
Tokai smart interchange,Naka interchange,Japan,Tōkai
Yufudake smart interchange,Yufuin interchange,Japan,Yufu
Miyata smart interchange,Kurate interchange,Japan,Miyawaka
Osa smart interchange,Hokubo interchange,Japan,Niimi
Hasuda smart interchange,Iwatsuki interchange,Japan,Hasuda
Hirugano-kogen smart interchange,Takasu interchange,Japan,Gujō
Fuchuko smart interchange,Takamatsu-nishi interchange,Japan,Sakaide
Misato toll gate smart interchange,Misato interchange,Japan,Misato
Imagawa smart interchange,Yukuhashi interchange,Japan,Yukuhashi
Tosa PA smartinterchange,Tosa interchange,Japan,Tosa
Yamato smart interchange,Muikamachi interchange,Japan,Minamiuonuma
Sakado-nishi smart interchange,Tsurugashima interchange,Japan,Sakado
Tsuruga-minami smart interchange,Wakasa-Mihama interchange,Japan,Tsuruga
Gotomaki smart interchange,Toki junction,Japan,Toki
