col0,col1,col2,col3
Ido,subject–verb–object,Louis de Beaufront,international auxiliary language
Esperanto,agglutinative language,L. L. Zamenhof,international auxiliary language
Toki Pona,subject–verb–object,Sonja Lang,a posteriori language
Esperanto,agglutinative language,L. L. Zamenhof,a posteriori language
Lingua Ignota,agglutinative language,Hildegard of Bingen,language
Blissymbols,subject–verb–object,Charles K. Bliss,language
Dothraki language,subject–verb–object,George R. R. Martin,constructed language
Bolak,agglutinative language,Léon Bollack,constructed language
Atlantean,subject–object–verb,Marc Okrand,constructed language
Poliespo,agglutinative language,Billy Ray Waldon,constructed language
Lingua Ignota,agglutinative language,Hildegard of Bingen,constructed language
Black Speech,agglutinative language,J. R. R. Tolkien,constructed language
Lincos,a priori language,Hans Freudenthal,constructed language
Blissymbols,subject–verb–object,Charles K. Bliss,constructed language
