col0,col1,col2,col3
Acropolis of Athens,Athens Municipality,Parthenon,tourist attraction
Vergina,Veria Municipality,archaeological site of Aigai,human settlement
"Stonehenge, Avebury and Associated Sites",Wiltshire,Stonehenge and Associated Monuments,megalith
Acropolis of Athens,Athens Municipality,Parthenon,Acropolis
Imperial Citadel of Thang Long,Hanoi,Flag Tower of Hanoi,citadel
Liverpool Maritime Mercantile City,Liverpool,Royal Albert Dock,UNESCO World Heritage Site
Historic Centre of Naples,Naples,Marechiaro,UNESCO World Heritage Site
Paleochristian and Byzantine monuments of Thessaloniki,Municipality of Thessaloniki,Hagios Demetrios,UNESCO World Heritage Site
"Stonehenge, Avebury and Associated Sites",Wiltshire,Stonehenge and Associated Monuments,UNESCO World Heritage Site
Vergina,Veria Municipality,archaeological site of Aigai,UNESCO World Heritage Site
Imperial Citadel of Thang Long,Hanoi,Flag Tower of Hanoi,UNESCO World Heritage Site
Acropolis of Athens,Athens Municipality,Parthenon,UNESCO World Heritage Site
"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",Bethlehem,Church of the Nativity,UNESCO World Heritage Site
"Strasbourg: from Grande-île to Neustadt, a European urban scene",Strasbourg,"Grande Île, Strasbourg",UNESCO World Heritage Site
