col0,col1,col2,col3
Magdeburg Water Bridge,Magdeburg,girder bridge,Elbe
pont-canal de Bourg-et-Comin,Bourg-et-Comin,navigable aqueduct,Aisne
Akwadukt Van Harinxmakanaal,Harlingen,navigable aqueduct,A31 motorway
Wigwell Aqueduct,Derbyshire Dales,navigable aqueduct,River Derwent
Pont-canal d'Éclaron,Éclaron-Braucourt-Sainte-Livière,navigable aqueduct,Blaise
Brindley Bank Aqueduct,Staffordshire,navigable aqueduct,River Trent
Pont-canal du Melda,Chauchigny,navigable aqueduct,Melda
Tame Aqueduct,Tamworth,navigable aqueduct,River Tame
Middlewich Branch Of Shropshire Union Canal Aqueduct Carrying Canal Over River Wheelock,Middlewich,navigable aqueduct,River Wheelock
Dove Aqueduct,Egginton,navigable aqueduct,River Dove
Aqueduct Veluwemeer,Harderwijk,navigable aqueduct,Veluwemeer
"Three Bridges, London",London Borough of Ealing,navigable aqueduct,Brentford branch line
Aqueduct Vechtzicht,Muiden,navigable aqueduct,Vecht
